Місяць,Середня температура повітря (°C),Відносна вологість повітря (%),Швидкість вітру (м/с),Кількість опадів (мм),Сонячна радіація (МДж/м²),Тривалість сонячного дня (годин),Температура ґрунту (°C),Вологість ґрунту (%),pH ґрунту,Вміст органічної речовини в ґрунті (%),Вміст важких металів у ґрунті (мг/кг),Вміст викидів пилу у повітрі (мг/м³),"Концентрація діоксиду азоту (NO₂, мг/м³)","Концентрація діоксиду сірки (SO₂, мг/м³)",Присутність фосфатів у водоймах (мг/л),Біомаса рослинності (кг/м²),Чисельність травоїдних тварин (особини/км²),Чисельність хижаків (особини/км²),Чисельність декомпозиторів (особини/км²),Різноманіття видів рослин (кількість видів)
12,-3.3488813280419905,73.25829267820413,7.50757360197868,37.71990658846919,18.324399462650668,5,1.2043354501999648,33.30657341355092,5.597007566310962,3.8130519089120645,1.3221277008780605,54.833796629227976,49.69648732631719,9.367811882278383,0.11613971250871732,2.1945097765511714,130.78684494258587,28.100736496748606,3800.5754848607958,111.52243320088752
1,-6.8706893494575,43.650160206300555,7.810596521348696,79.15589396243843,12.110387520915015,5,-0.6645308849935763,24.483477769893693,7.238091135612477,4.773034866509304,1.3660561525071055,73.29651104294886,10.990847025325934,15.924489734477142,0.4827843456845121,2.1458229323759785,134.94215944706605,17.98148566034446,5963.279042634944,50.10357117230739
2,-3.5639413863407325,79.88632868552449,5.871681402478379,21.014088955804716,15.077086919204318,6,-10.9323150555503,22.688678785817018,5.734074929952793,3.767196014892504,0.7043317177241759,127.18384098956288,41.997845048336586,19.977108132116616,0.13617655560513875,0.7163038247285312,160.7508162872112,7.08508337416427,1838.7478629932234,139.59502120423286
3,2.14491595941009,41.949736497836064,4.9861427627645085,57.71968235805175,9.0203635672998,8,7.824734091883398,14.027466191160547,6.134754512515536,2.470983245098259,0.32143860435406035,133.66218984096201,21.114366602799276,15.837860292017844,0.2197113562653724,2.725557182568709,282.0440490430524,26.115196676081236,1017.3979431517839,176.78038029188266
4,9.518235152806971,55.75655770959484,7.051491329154656,95.51870857893232,6.412032463822062,10,15.361540605004782,15.087700768948885,6.450340307067497,4.621469048789749,1.137018449623445,24.106647473307547,30.321942005469534,16.844628524621363,0.2691514880051407,1.084112336426683,161.26026876438297,28.108634200991233,5436.529925705848,159.4829759762884
5,17.859365074494505,44.08120408870007,6.233829033429674,43.832367386677724,7.087387455081457,12,9.054191166080477,29.52901184311836,5.903722763224432,2.937255821665158,0.6412593426998547,21.565099128466635,28.486337969574343,16.488947632538128,0.020854790046960836,0.8939300766796364,230.04666989939196,19.83952476682284,5864.357105365115,84.51559323157078
6,27.056531749461072,61.594197704962454,6.492717767609714,18.293807548075264,8.07547375039732,14,29.333947040257705,15.597711029719463,5.731324568803647,3.791609846756301,1.1410793807072923,97.06568041274456,34.73221985452365,12.502960187967556,0.2519492210786413,3.7345794785131186,183.47043121993508,20.432505060346468,2502.2704395405844,180.66398012032866
7,18.365521389887448,65.07520430339986,4.454652656782978,64.35137760044293,10.402580746570703,14,30.942197792941172,10.50828607433577,6.514723596922858,4.4937907992272415,0.5753813637809281,22.121368581343468,29.860962982606743,19.64800190790185,0.041437695152216965,0.7451977246242766,198.77914123666955,11.251692821953228,3576.73425227919,174.57607294990862
8,18.78388157855523,72.3684971641645,5.540369619408007,91.44619231728446,19.59443000440346,13,22.6390588556815,24.616176477886672,7.364606351843883,2.9560224256160152,0.5308066659941689,145.2324982798057,27.304615648783127,5.023862397736606,0.4204819662772909,2.5988245645187997,92.13964068007603,5.753492329426974,2686.1182328129835,189.1830643210497
9,19.334911700356123,53.995156883595314,8.52337893538645,49.766079093138615,14.815171237048917,11,11.688877517421801,22.899314906774627,6.234448616375817,2.183343087069388,0.3648185537639238,54.24105675388703,49.050151359045195,19.485082253749873,0.41555503781742026,1.3137711788363042,160.40053513545564,15.994570962267607,3402.2993361363788,56.73204576346184
10,10.345273742243178,43.27653964561874,8.217268126461494,72.21764285603034,10.29105509965302,9,12.942727644249263,15.825925163977452,6.163125162391581,2.942400550776215,1.6143220398771265,43.4433318242214,32.51124909944154,8.007006716322275,0.14966833828058332,1.3241845254527198,211.25116776832147,18.16822361139451,5909.74359429165,82.99151559994787
11,-1.9359602499177393,70.62293052086507,2.0336856264556835,32.167470198156046,9.585292286918339,6,5.6956355689447555,25.647295266435677,5.960663591314572,3.7936634318592253,1.4454811907101626,67.50112237667315,19.83811656111408,15.184741593721839,0.3093366880693336,0.7726925546478705,216.66991005843857,17.212948320882468,6150.267177332956,78.60763128197402
12,-6.708917910493118,64.44907325938846,5.335601751029793,44.77288339508469,16.19049971644683,5,-4.528726545575765,27.756796347352967,5.88313740579779,4.186964885436612,0.9769034053905545,19.558671317419247,19.379662159859965,5.3863458761086696,0.23386851577561144,1.640579161942799,296.8623899783129,26.71260292392158,6692.531452573619,125.16748235468683
1,-5.9645625032461655,52.009134135823984,6.045845210618724,45.362625518746896,7.570128672840946,5,-13.91079852947394,23.955459574290373,5.744097837200515,4.154009290057948,1.850790109579696,36.88432481106072,28.83754314040913,16.08161889589738,0.15055143390618314,3.72267581871528,272.1163897174777,7.593858893241949,705.4982864888011,196.46877244691026
2,-3.2176248761443444,59.00285220096835,1.4550699169537518,65.69879974714252,9.401151610829844,6,1.0508448035083138,29.866548126357586,7.123984460333609,2.8535115425405855,1.4324103009392632,54.037716012492545,11.505239366075042,12.626518814304111,0.24945542694645856,3.170520905591817,266.41847058861117,13.861712217356551,3871.047576527532,120.56006294667922
3,0.2695685906066556,73.45241156313357,5.698910666856695,92.25601969497758,14.75466157843379,8,-3.397758498802469,14.12021621867591,6.4309608447907305,3.0407796207709197,0.8735504672387693,39.78479449109969,49.12890680105957,7.185646593030933,0.32979789936991727,0.5457423227260643,151.74025957975329,12.729584977375907,3365.184783045639,124.71160171596703
4,11.003750015243178,66.2580105157435,6.6764230310900174,86.00929142984114,18.30075733421977,10,14.745006011215951,11.9735560731101,7.903230978774836,4.842194259041139,1.452237209636172,84.85427463925971,20.02473433343569,16.34526709248314,0.4401514875709817,2.8281566031147825,207.2681582154427,9.825117614264654,3183.473921706422,158.47043330487682
5,10.168987388512233,68.85689247349987,7.900032709092232,40.12340376437035,6.142516538011836,12,21.38238757767997,13.545920737125568,6.427002764924434,4.121762315203339,1.6522733765377238,131.42155899594962,31.21668766444462,12.138075446837984,0.4256754657388346,2.470769832666149,194.66268210380778,15.849334199845018,3296.104789407797,122.08112859347436
6,20.47271240544191,55.45959024861573,9.942979078071044,40.25921446646633,8.845756212990008,14,18.848102246065665,24.76953351590265,7.777476216557913,4.363592750593283,1.7002581642438328,130.9661624423208,46.821135857874694,8.526068493633199,0.23459935520834344,1.8481918330175628,145.4692486533751,21.30709129255462,3513.5229523830753,142.44954588758054
7,23.734190455917116,54.000768222599035,4.177694605988627,82.33813504123839,14.015765543433364,14,37.34994332541537,30.816405659493316,6.7144515208351025,2.7271290052822277,1.3804273117647758,113.09721368711132,28.56703919167836,8.44883198616036,0.2830467757529999,1.3884023832580632,284.9995794076094,20.722106200842987,2689.4822125191113,82.35960325017868
8,26.034125967391695,71.85069761087888,6.374190083577174,65.28709226612992,14.058035042384345,13,19.642482723452414,33.43536025018683,6.698196160657295,2.0609837004367693,0.7618865505378182,32.58814811742593,24.535351641915337,14.12393727553599,0.02110559251574281,3.5457018592975396,202.57727961704387,12.38429690647487,2834.038804432112,119.85022647742262
9,12.480918060017935,40.19538674924258,1.2390170336133688,42.196660477481785,6.863325149129125,11,5.447273492941638,31.48173175087101,6.185343284107133,3.5093677315004035,0.440877259964084,21.307871252907905,39.79465197954326,6.874352819701751,0.02260128217779274,2.555306148921934,53.366893105362394,15.90714862025804,2666.2703635836215,97.91269774066294
10,5.038990431140298,83.39557361722579,5.652667922351841,61.52609197375154,14.991837273680419,9,15.950435820995338,25.197727907729394,7.405495263733272,3.346205883088627,0.8054227667685276,126.12307751009499,44.61242096693852,7.067100046804007,0.27590349161043,2.8927485067015577,70.8996841579917,28.23992041856879,4400.823295378481,146.81861259751284
11,-0.7523007633675243,51.899561047994226,2.089010950130821,33.759884966849995,12.385951479376981,6,7.171703190774037,23.343085375509087,6.11115899557774,2.133863224672184,1.2817426882233085,71.72158614449748,49.3741546726828,16.696398281175394,0.406097781443951,0.5428225800813888,244.44883322601427,9.86533276688732,4893.4690421622945,117.1132358473578
12,-5.1419807471116,46.00495882403483,5.112025132700317,13.325021735649681,5.614990222394462,5,-3.1339280383889516,33.7924593368045,7.443482296761958,3.4074673417129313,0.20615440617550854,21.077720176709065,16.315690444322325,19.637157559010397,0.20534392255616996,3.4519255215542577,226.28560973714923,20.135716480401655,7608.695837403062,84.5617355928533
1,-7.725551687654232,78.9125334553568,5.965851768780194,32.18006256634999,8.133746252634152,5,-3.706784984365484,10.319722356302218,7.785480193507207,2.055253964345609,1.2988791890733378,96.64097479467098,33.13644604219124,12.115145763001333,0.42769086301741943,2.807665046016695,245.46557037484837,7.888045149479746,874.2397809308179,54.2792763394668
2,-7.263970072632036,70.0153550614487,5.446195801670537,77.70270305458638,7.875955051131612,6,-7.4955543704430765,32.21243871373862,7.839286365071333,4.765187464967515,1.654779583981449,107.91184361071541,46.547115761098546,15.712723877489585,0.47742876187549194,0.5867591621291096,280.4105214736443,18.89351340348437,1338.483138653437,82.2366904605942
3,3.9651149874043954,62.775262968093216,9.84535951145713,20.577799855447395,11.187551958501938,8,-1.3581344676270781,22.903385901623043,7.083594547174297,3.9848884081449634,0.10246217183237828,27.00965856051167,11.402553346238076,17.968987195974158,0.16351320404823125,1.784722046567275,162.59281223667318,26.232609931339393,606.2469572160119,67.79274115697756
4,11.851631221409004,83.37516352184187,6.785077791673068,33.50111216207709,12.79796643179926,10,19.499609511628687,23.201913664194773,6.433769074320506,3.150276664516161,1.9373636663242881,112.05373110878028,37.486914224881886,8.480814825361202,0.28414747250415145,1.7486081948280972,110.05038146348745,27.388807150352612,3373.668565719601,92.41807437070966
5,19.31720396608368,48.88058784052564,7.709543062448704,68.74724300178364,18.80726642558428,12,21.640942751345563,27.632380448491038,6.286429151742739,3.4867070338116477,1.8945419465596416,18.132355128501626,41.77327295280156,8.77715525680819,0.10065830221395793,1.3127861504781184,64.9377478742118,29.799495607154196,7024.018574188587,128.15839529483412
6,25.72654767835638,65.04679133155784,8.30421050005749,86.02886724013102,8.491856422298019,14,21.493694266256142,25.871193354739276,7.946102076520687,4.048068137288494,1.805506520413899,129.22512688325685,33.28252254714256,18.404830400928333,0.19493664663436489,1.82749235656909,245.24141081066722,8.363591640875274,2793.689130938142,141.28586763100134
7,24.30098398300423,82.33256694497028,9.62655462657223,55.23231779324102,13.085928355485219,14,31.115677295594278,21.431623130854337,5.975246169851192,4.240907505868792,1.5017931897706966,48.07244895789023,43.3166607912403,14.204737946302412,0.12578778905452906,2.782137004590465,108.4023815726402,11.630823852000445,6860.069801023671,189.42373538597283
8,19.596357217014955,81.76229666883336,3.1491896185211816,20.55406289883271,5.873358171068918,13,16.8107177799832,19.631163516930883,7.818870950273261,2.726473999118086,0.7943841554066973,114.11104309038222,22.082963519491262,15.265522275193709,0.2217181314317662,1.1875573343071029,233.51472524228402,5.675970833917103,2692.511188047342,103.42723087525681
9,14.58218254987636,70.59411543892627,5.134644947674332,63.48917010575946,13.93668617626726,11,12.465432997920153,33.34928164386746,7.8896345771911065,3.7455526522833975,0.23621267256132064,81.30222117455132,17.376773071760287,12.248217828093555,0.10235674570428548,2.9634933597710953,70.10728001658563,28.832601909898102,1965.3191707501453,149.09845040738682
10,14.169623507294894,51.15488412928281,9.40867209133417,44.980719909424536,19.40796225878885,9,19.427277162690512,14.701997626730995,7.5777183423276355,2.580263038500651,0.530237178629055,26.357078043158765,16.26147785992712,14.483284523706619,0.23013383772537538,3.2683048300909228,132.99920370665552,29.215614182526473,874.0440561453098,59.44039316036623
11,2.909624291726953,79.93924982377868,8.159501724707344,54.08353790802223,9.0446204195753,6,-6.771324001819846,22.73628634799439,6.689090493273191,3.0327376984107195,1.1983382971477214,113.38998414647189,38.0355294491297,8.948792626763233,0.29679880742115067,1.0207106750439943,80.40046097208865,24.64639590647795,5703.094265716519,165.1893350947443
12,-7.237688628978896,81.1578365216707,2.1980045190012287,88.30332713779559,10.285689369588969,5,-11.41848860448791,17.16922401413815,5.9536200355347075,3.4720091560751425,1.9045161612755603,59.26260681364,34.483959427284546,18.375813136099453,0.31873622555115366,1.7676969930441753,297.7097817939698,9.685340036013342,4424.42011171631,169.50582481051958
1,-9.996755652113878,71.59194634640967,3.3984900703534477,25.275405042268943,9.112916950524372,5,-0.4977536124032387,32.298381480992134,6.034386141159256,2.351080319355334,0.7918899485774884,94.96542481350991,44.68578514324483,19.49135187560117,0.37806515040481836,2.5965252444557954,85.58300653275424,6.850709409332776,4970.201588969008,130.85961586503907
2,-3.7695594613294894,54.517263288479676,1.3572177161482912,48.13374421819299,19.537734559066088,6,-1.0663764259521535,10.844304341056828,7.686697259745438,3.4150684688639523,0.793059260454116,61.809838008376865,33.80577012155457,12.958991276611439,0.3317473496424489,2.507745127640163,85.98614371042963,11.430900218957955,6807.721790763756,149.4887772043445
3,1.1388043779031878,48.21706443252394,1.0692193237958072,38.069866286975625,5.822704353900031,8,1.1988302624867373,30.545036318955212,6.213496653455743,4.543262484665149,1.4386723525645198,31.910414462906825,35.78247565078333,7.275197109583148,0.3308475509347102,0.9995006965483714,148.1278415038915,19.16485675595484,877.806285679563,72.9962517281791
4,8.204088250522464,60.80440385973376,8.72638564529291,26.854577951858396,10.212064257537884,10,9.515524725603612,17.39446389973422,7.064369446802177,2.7698073043279106,1.5674658001151625,83.19580280490975,13.452195338444408,14.404983428479364,0.2889293168613911,1.6850907397233543,52.78926959725534,10.017538554359312,3542.821466617644,79.98710506899461
5,15.774911209396778,72.05462022668155,8.70415891075752,68.22843568153738,15.33513831882219,12,17.16883730461049,34.637151440317595,6.15250142269977,2.798776041538275,0.3400339187015333,80.56738399238687,13.846468145236877,9.052198953471557,0.24651365509798187,3.8515846557550604,290.95324846004183,23.593505853413895,3419.376211817637,179.7741910064819
6,28.131837028614605,80.95888213584485,6.760225433936917,28.16135160470924,6.3662115915602255,14,32.869387601003254,11.388652703040075,6.239725148594987,3.460885301113211,0.14175571645960405,137.4331549215629,21.4848397948894,5.427571983808629,0.49685909864099403,1.5898761328613036,269.19122687134325,16.336861348022023,5473.4442579124925,86.16352243060321
7,25.54312990465533,51.59430365912621,9.559754931385932,15.485087117462166,9.12010891257271,14,35.32772191374697,22.000898937682095,7.0002102797604255,3.9550801144869276,0.23476227236977043,17.394730022658983,47.51364206845226,9.07254267945321,0.19635342411340914,2.8873260975324238,109.07596926818032,23.326784254187956,3936.8163662245247,178.49147079310865
8,19.89956890071675,49.17201162084844,8.485195184873849,39.36934584935503,11.178029690007575,13,30.048987984511832,25.889413434364375,6.6043147260806725,2.7496715267136738,1.551981840818352,39.358189656157705,47.13118402345712,7.254741036844958,0.4044175090541751,1.9848710335484683,96.501558233378,15.05947345591928,2161.638621499502,70.39904762537711
9,12.391553989305585,79.03293126422136,1.9534814873184179,97.52856289911017,5.074976805315153,11,18.164763087824863,31.41279962095215,7.8348941203169105,2.4319567803702635,1.426596143259446,29.492144181012385,24.10445975497734,15.978895362604904,0.17952688081990278,1.5968115489837373,79.01365470060205,6.6609523582022,1364.5849346131781,181.32121624178367
10,5.1119852538092525,71.178964129088,7.91761806899468,61.1099473714686,15.961630417747228,9,13.045393380502006,21.388962227367315,6.456776069690668,4.82399596521552,1.9466821858838892,102.921639489379,17.89195359593887,11.718487436566813,0.25330337014047744,3.1528951836123156,216.94428283057982,17.87036073569738,5602.734183403677,53.60852701006609
11,3.436447253190547,49.523450530312495,6.907682256050342,20.257592692330824,6.716912538870522,6,-6.393820054776066,32.7558202538378,7.01139689422953,3.0858858086874448,1.5967777079366867,99.52109708432984,34.803220716517615,12.3056419154451,0.013884121547422253,1.4046187724872894,77.26917365002075,21.5602463088194,2364.656163402483,117.52499960768105
12,-6.232848508550585,46.44394320664138,9.625332095944474,94.00773804644943,6.269122790549608,5,-0.5895196970800534,22.20934206790933,7.434339711452129,2.4534713927413008,0.351320861777333,135.25226262085255,45.91277967364243,11.988682441304132,0.4363773208313,2.8361063302627056,96.252435652748,13.223856617053718,1520.4548788150241,166.09230033963996
1,-5.073746376521251,64.58702469547052,6.9027797270340345,77.1483311320273,8.363886536457356,5,-9.959981285498486,20.308030283105868,6.98647078036368,4.551477734446327,0.5829867347208216,78.56998809825151,40.06135644818847,6.310774992569365,0.26131779457982746,1.0053289617800376,184.78722418183733,24.19556903288592,2277.105582837048,177.42176682270573
2,-6.32597944959125,48.585318860099655,5.187910555637669,88.84675738946846,6.033995917611543,6,-8.086428006750321,26.32907922422783,6.393952171738964,2.2124719841978466,0.7307980406829001,125.82951712843159,48.721500900201036,5.596687960965776,0.28894907064118397,0.8685620155939683,220.0991322890015,5.197305650201274,610.5621928052994,166.5319739645861
3,-1.4789527411189154,53.73317534291789,9.62236381693448,98.67224057027242,7.421042928291001,8,2.5353326644094523,23.9787207122575,6.630951726331533,4.774100474791987,1.5326644273359047,118.21113631706243,20.782777270773725,11.51479658302458,0.24883761225297202,1.5461921442154578,73.7044437905145,8.1589806243054,1855.0334613569134,80.54800015474225
4,7.4226180921054405,51.49570130335725,5.1014471093878235,55.86158717434371,9.633188121895339,10,18.145928398414565,23.828493083473866,7.468692320083517,4.77271349726253,0.40995671769402986,72.76305530161066,27.328416068584353,10.317083756575313,0.01436387461030357,3.3559023772233325,77.8898303884757,29.887014948043973,6297.188689333862,137.00150264097718
5,11.546064177415975,63.192683712696116,3.34997866772028,32.70902720887625,17.442938740737283,12,12.612888479188694,21.268095084770103,7.607411844450295,2.2633718771565277,1.229773920872994,93.0591169853601,27.008582770667008,17.446619621361393,0.4720161300544894,2.128675516697638,164.03676274959992,17.551593241768618,5923.430231247961,150.20904360484434
6,18.342524238103305,42.87529068697045,9.543287168351105,33.49627837603339,14.578950270358876,14,30.71095006859306,17.506918763679657,7.088583534142321,2.3237007234476748,1.9428697443137553,22.851367131834493,27.526986953639053,13.05228863090035,0.39733607154504835,0.9239498097534743,160.20199346379414,12.492789238586308,2840.0803677000504,166.81818740978764
7,18.081914175477497,73.70876386011848,8.293585871107956,91.12260194578622,14.403227048457252,14,21.33638320680603,20.680868313721767,7.924340205718574,4.643560479307556,0.9806992272889398,142.31350595997452,42.91819501625836,18.51634792489692,0.3446588449422013,3.5017891521169826,272.94153533358144,7.300414613516786,7739.127324954939,100.0419648146095
8,22.158593134166978,75.63566916367668,6.984066750152479,90.37539211924516,11.008606261651583,13,19.958915928227807,10.792221238532992,6.656813441674145,4.172212310987327,0.6722395634898105,77.46807934596859,18.77591073941112,16.59181708807191,0.03965066505716208,2.968840692501744,144.73500293624588,6.03990173467802,6901.021904688393,123.15827947717477
9,15.993189696161291,72.94138111860056,6.895669897010698,75.77711837331505,16.434225268667866,11,16.78303061129222,19.140945772693918,6.107855374290857,4.708709709958361,1.9428572048126185,63.2844719382582,14.492429162892009,8.33805990674647,0.3386269995337229,1.1052667948541577,245.03056826524704,28.075755996867837,7727.386363091354,51.3988258962336
10,14.581541649544166,73.3087488608328,1.7564520903742205,47.37164219008538,15.500682118692636,9,19.133709853220985,14.103534840284814,5.819333204817385,3.4170411597856356,1.9393878981031296,146.1361940598314,19.116589642116374,9.79020721957186,0.4549356729658807,3.0719452179822246,293.0791071644046,27.328709075388858,2113.220377353075,163.95902891190252
11,-1.6600433790791838,76.80247504336633,6.414010862001473,96.04908663728155,19.400486832036176,6,-6.136143146585961,14.013037138894196,6.710517618296729,4.6384805748384474,1.6474457703625072,145.18995355749013,34.72336468445363,8.84845279342431,0.02230225335753689,1.2802427175219213,218.81829948840615,28.15687058357533,2906.777504811986,181.35564954339432
12,-6.025508758294217,53.87220622158476,5.579598185252363,49.80461431686537,18.706998027755272,5,-5.976145788878102,16.933384680576886,7.6064139437547595,4.9962485349787,1.3315256964445155,48.812284806408414,19.55260308052717,5.865600443228897,0.04787358887190159,3.7024408331396685,74.12177676238764,17.108596206919472,5735.913347698836,177.55321741604047
1,-9.143645248731364,59.70004056064106,3.2633217551239975,33.024078096994145,9.557589612300138,5,-6.19325678372299,10.414436792139705,6.52191571578882,2.5604904056983777,1.937525166174006,93.66843649879189,44.7238187532129,7.935349801544181,0.406907692668656,1.9517386145683167,94.42367221235061,24.03113005970582,6215.083232114607,199.38318602960916
2,-4.09531369100918,46.537026156720756,3.902902676071554,50.65542255620314,6.899792085646927,6,-1.1794153832827892,23.16746344781466,7.861123922739384,3.767924433577461,1.0935082591026823,24.642395645936684,15.973836197783111,17.742891151462267,0.49543122913464605,1.953126975643943,252.52152093123226,20.689644158266294,7692.944552537852,85.72058531661399
3,1.813850201055601,58.3958118254168,5.875443783487137,34.197227507696965,12.46619244073616,8,3.621670494321007,12.030397099987303,7.357468137019058,4.119568889481252,1.772869442757822,72.49063449433996,12.466765304588709,11.921916935325303,0.0774284943103611,2.7660638473263623,61.78288103282646,14.34991015569238,1121.3217386562153,50.5049651107405
4,14.605572239015919,84.8257306611826,5.9995265637863175,31.50602649509355,18.666485552129863,10,18.460731941522134,31.362722279267647,6.860924961418455,2.2241064826880823,0.2680339623199159,136.04367134120844,45.033073898289175,11.515958737718265,0.17079576354344841,2.7544337205043576,251.74698706388122,23.292123551295525,5117.022035380297,84.72665666672471
5,12.625048692207152,72.58303666289657,8.22357867205928,20.452166928963088,7.809455715669591,12,18.609405243547428,19.724664686785026,6.908232168177577,3.8444448579669084,1.5747865878079306,123.77178834678251,21.20384981045826,13.119450933832569,0.07052672992472132,3.4470530904414205,261.3619845832989,12.48764297498641,1704.651555665319,60.51376673003999
6,23.624646628673787,44.11426451799459,7.1253536015854,71.03137609307316,14.209811106974369,14,31.91401254657736,19.457017318228296,7.755673956561444,2.1107761065383928,0.3142382770506743,70.64775093998985,33.75972074754294,5.485634549590484,0.2880428909978894,1.57589410769061,271.7867019529573,18.332114791718272,4909.204311630753,191.8432716672325
7,29.462565399818903,59.722296976604454,5.291916534604175,68.3131481703459,8.002988249757696,14,15.216271012353065,17.78091289864046,7.445956994840576,2.771971396309853,0.34844248063824745,44.56805079240513,37.15891648022826,14.209220850402783,0.34727434867525375,1.6268534293813373,275.21403173331794,16.294258933203636,4352.847739452078,192.32119640031908
8,29.70988175122966,69.76942266624482,9.50331873318212,58.73566477063989,9.609244183501577,13,18.562228543196994,23.973514747058637,7.012590301637996,3.318851209759247,1.7791658186725035,72.60397602632932,20.936945879906716,5.119728175153097,0.485578946297242,3.385096491000305,203.88989617133225,25.763556347586533,6577.169226882079,189.77761703387378
9,13.86067683360375,64.96835089386734,1.8876522134822133,96.87838831470758,19.776906039237495,11,20.781684958624034,21.35302457870842,6.741416877285895,3.306100798963571,0.6572902093922378,86.25183974908349,12.137802780022673,19.878305929057525,0.217784566230429,3.745783044129872,231.0678651650009,12.24857292159835,2165.3946363095183,199.35131506435343
10,12.721263550540357,51.23476633672034,1.6070054335953454,72.72248907712408,9.545246852166144,9,4.426616252554347,28.3734353787334,7.198153306635869,3.4442380242805735,1.8910462722637091,106.75117941776129,45.73678242479637,7.858294135245787,0.15535649593963546,0.8658204679280489,126.14499946800885,29.29445823015951,7721.421845692255,164.05795318264865
11,1.6473378394807008,75.13509094565103,5.981382560923479,10.315765420429903,12.523206109154234,6,3.1816985821878934,16.643708937575106,6.008233910604154,2.821427284416954,1.284892724083945,34.71865551629959,38.81313205317998,11.340122314424143,0.18314045101060952,3.3253095208812353,176.51581235913164,14.460014029773204,7086.160366704534,105.23774482992137
12,-3.704998585283148,62.68894143081512,2.872063877095065,65.15363692999753,9.27985289404942,5,-10.792673017357073,12.163234284944487,6.104243339493605,4.209663926006574,1.6921985225139111,131.33231420755942,20.805930948397744,14.914593994180128,0.12287348935831546,2.6796673988888413,271.8027482604242,6.022342065052034,7889.1925079405455,174.06318161876675
1,-6.191689418531508,71.1113302170306,7.932465000224905,99.51358204364914,16.552869456688107,5,-9.725988229975094,25.34804632333758,6.34230754039959,4.910196329770012,1.8102654923688306,91.62873070748185,41.25095017973796,18.645304144576457,0.12936412919171406,2.528186499250816,170.4290798131371,24.289783871073535,3343.118910003715,156.34694595622875
2,-5.985034554941311,44.99836890900269,1.964092884474855,20.71506920978686,5.487798138982426,6,-5.00540242604842,26.797567049593372,5.816821004564224,3.835574000664836,1.2357061486900327,34.857696938576424,26.16330399845053,16.32703564656476,0.018210452520485636,1.0143175936443587,298.95709358118614,23.338622428726488,3980.977094144418,144.4702118137438
3,3.9235467941893214,77.90370634991365,3.922312919150864,54.216228029070166,14.570826447479655,8,-5.7777524192517316,33.6449149847688,6.5818545641559325,3.112586981773781,1.8234906867546692,30.968697581669133,11.57043189548434,15.275036184504108,0.19865145437150103,3.17566533090537,67.13615288168887,14.59392858838466,2264.9390903458416,160.9409799419896
4,7.271701104273714,60.60754006484596,8.369897960230407,92.38514819180226,15.839086904986665,10,8.584568230659073,24.299646868568328,7.224224867881235,4.624797879722355,1.7882905710445542,140.68088135092685,42.42844395629529,7.201969039125002,0.3763433713592591,3.3510733074712618,269.46785691909594,28.12042236544565,4318.698601388356,148.26390426864657
5,10.09552776616969,65.77526054615953,5.258785429665457,96.60754402253195,18.525639479040905,12,20.952078588667714,11.424854613006667,6.505072105708333,4.088126666583681,0.156355412772134,46.834861886628154,45.50028760472515,6.946711509491363,0.03517301712593565,2.532050146996342,286.61615385694506,25.865618497715964,7810.793785407167,163.0284730544374
6,21.560546611268574,82.59773978154433,4.839699506079806,41.50851547098199,11.722938766511508,14,30.349348859561612,32.942338746222205,6.394205274899189,3.3867423695967878,1.8068219142783277,21.350894711370305,41.354747764554055,11.813266373515086,0.19449399201433892,2.0642245214289368,154.67266887539495,23.91546545469515,7459.606416831168,123.7183738169868
7,30.49100678673767,72.93750410705073,3.9761270700082916,62.85824330738929,15.002235125235417,14,13.587484297261575,19.898888780606008,7.981595439618642,3.9117692812102804,0.7350637316543746,48.753245319098255,18.37926408403025,11.024621134478114,0.10470018839772868,0.9731516371873485,141.01582110673974,20.174992316144834,1597.9938656459626,56.651491079429015
8,16.484859452891683,52.032291359618576,2.711190614646715,58.532982426113705,11.835802805763493,13,18.794398744136448,30.83857085377402,6.762367482491316,2.2745899762522974,0.661952272740021,146.40080093653987,49.079092830320576,8.820074533206789,0.09194570310950781,2.234908511760355,170.36622954171162,15.253442181725427,4470.179206204648,84.82930677773012
9,11.149293415436873,65.67076563143958,9.393381971041375,22.397434895826812,15.572220863471935,11,13.7579337476077,17.349414743220102,7.6327730459810645,3.3694750836115457,1.2082928267291813,74.81259873689046,13.249983266782115,13.923570303502789,0.21523207776867942,0.8036481212367039,198.95293360474375,5.246773300980688,2063.902911909442,167.16043053578187
10,5.379274248587345,69.10069441248125,9.547362515865917,25.40732123557061,11.256677903143618,9,11.509953947419964,21.260395968346106,7.050944215454418,3.2122925755009946,0.38215784514164886,27.02098857630152,39.77772624708578,8.579359242828572,0.4252506532556945,3.100595353376441,62.36329608559042,10.03027792659338,2689.9449241965367,139.17233732390602
11,3.6687890022059726,42.71499648212904,3.246480566918298,43.858878614174884,7.750657318822494,6,2.2699656576079352,21.95006198395776,6.2912391051279,3.5506606607610705,0.7760609722671163,61.33119910808425,20.6158210142797,13.106569014715824,0.22761654328164016,1.1871367444452832,53.241565224549795,8.773238515322985,821.2595112390443,114.73982504576482
12,-6.874515730438208,58.92048996361261,3.9650488603300795,58.42133296179101,15.858002431829012,5,-5.810290927992154,11.549201523478272,5.54377620353727,2.6396934988326173,0.9074382713196221,21.062178864681087,23.109352193595562,18.305385618427287,0.05410932070756299,3.8198077841935074,264.1679438772799,25.79452890033847,6977.438831572183,62.007539787947465
