Місяць(1-12),Середня температура повітря (°C),Відносна вологість повітря (%),Швидкість вітру (м/с),Кількість опадів (мм),Сонячна радіація (МДж/м²),Тривалість сонячного дня (годин),Температура ґрунту (°C),Вологість ґрунту (%),pH ґрунту,Вміст органічної речовини в ґрунті (%),Вміст важких металів у ґрунті (мг/кг),Вміст викидів пилу у повітрі (мг/м³),"Концентрація діоксиду азоту (NO₂, мг/м³)","Концентрація діоксиду сірки (SO₂, мг/м³)",Присутність фосфатів у водоймах (мг/л),Біомаса рослинності (кг/м²),Чисельність травоїдних тварин (особини/км²),Чисельність хижаків (особини/км²),Чисельність декомпозиторів (особини/км²),Різноманіття видів рослин (кількість видів)
3,4.84814400608779,38.2969592293212,11.7684920435181,12.9982940959435,13.2481705184166,8,-0.11320340914487,24.8980275430688,6.95681916071753,2.41410155480129,0.733218598193235,95.2085069599598,19.0284498622316,3.53489600003818,0.217816534874826,3.2391515625428,44.5330309449039,14.8031622919368,6743.67272058109,60.9377880211602
4,16.5081015895638,50.397659668473,6.72018498777961,76.9272173986216,9.69174519943919,11,8.0670334486904,15.3588245310299,6.84775242744875,3.88514313749192,0.528506636076359,37.2813383863253,25.9714001449312,14.9677717740834,0.0657680922691782,2.72546452417262,102.557610674392,14.1230607172108,5984.69535639512,149.355968636796
5,16.8353699428215,34.1455105136604,6.9382814568971,39.545446015933,17.7545423953754,13,9.31900979308015,26.3771326563048,6.60078874933525,2.44691773931553,0.274919425030746,44.4025615175078,18.2621226534682,14.023912508139,0.254265663352563,1.30197866668685,48.6588697876183,6.87603877466246,5243.03009603276,85.3175393663885
6,29.7220940877688,53.5324802956712,6.05004631700488,78.7736298335636,10.4075702627268,15,25.4360021313753,10.5973090552006,7.45713501654626,3.53963953713355,0.265672835055757,40.5141413732724,32.8574938700008,7.90734601540583,0.0274863379890635,3.15978459394342,60.2022624071673,16.7848479674872,1166.71398030561,90.4702320257968
7,27.732031434397,63.384592606072,8.46807308026283,55.5287428124717,19.01890471609,15,38.5463156724522,22.2894724780758,6.99480942435966,3.4452972630875,0.206168316295933,24.8686991725363,27.5132616692244,6.28799558509073,0.307370459728857,2.2823294971195,173.803190836653,6.78719462256896,4470.37871935635,135.792468347911
8,24.0704920067415,46.8137511386937,8.47770902165574,77.0821879439613,18.55552442412,14,30.9059252086443,16.517929953278,5.85470949032771,2.97233238782225,1.07526895577549,103.248475552023,13.0929666568118,10.2013760711562,0.26802422616513,0.532902064728129,105.726040020131,5.87920187052019,3494.71964660227,148.84255082756
9,23.5686307537729,71.160321708301,5.30396834260094,73.4386416247965,19.9215342585661,12,24.969516935429,15.0167675101096,6.4749289327474,2.20940995798273,0.966498410580856,57.4463449675188,30.4639442256239,4.77843052469468,0.0951236176165873,1.18350218643725,90.8051186452175,5.02732028816181,5194.39539424315,113.510068712976
10,11.6401254965718,46.3133551866136,4.38157586312504,37.7787419886143,12.9909179726696,10,7.73236906372118,18.7666127901974,6.01034708670577,3.7249387026501,1.23271510568053,105.830636624498,7.62094189368819,8.25645809382952,0.276052053015881,3.43541219643145,186.04835198806,16.057628818635,4756.40300840313,129.549074121039
11,0.959943101426619,41.6374954674381,6.80202889869635,68.3652030238268,21.9612396687933,7,3.92621341518974,19.9985777173871,6.95021517549969,3.39930066502009,1.20991870856947,86.3002904378533,15.2835910902016,12.7050547331981,0.221129952855391,3.31231365065466,148.786485453285,17.5026039032909,476.388450234722,154.640028438021
12,-3.81273547962787,32.4913655610916,11.6393652218426,39.4729625270145,9.27595309964328,5,-0.740758865729914,11.6028889265234,6.12910156775927,3.60325386995042,1.36137279863997,78.9753500495827,37.7808124007872,14.8297765201454,0.093008401547767,1.03555946174764,97.9077333011238,4.26635816176545,6409.38970310088,73.6255168532857
1,-5.36373681931725,37.660104995543,7.74543304286788,20.6662395722676,22.5537363067029,5,-7.71157269512028,19.7900642035419,5.94633522425518,1.65181782548069,0.250518910842515,69.0298836754537,10.6767445399448,10.4161622821144,0.294798025570058,2.03573541586839,153.227751789471,3.52708364484217,3028.76869144611,41.650276900465
2,-5.17432565830447,40.152211251967,10.1353888853166,74.9064690021603,23.1934593318951,6,-5.10609635335739,13.4884508883705,6.07104488407688,2.26498349788206,0.125996425969747,94.3684909664522,6.99593973410008,3.15398498596984,0.150397223030407,2.63477829106327,72.5102870038028,16.3881011142101,3048.63168624262,94.8007031799936
3,3.07474157236895,32.1526595927466,9.85144938183385,58.5360289091512,17.9297897992165,8,4.15870088674229,16.2021290432232,5.59397059818823,2.5838589368129,0.631275360057225,115.613326539535,19.2119383350453,7.34169025457251,0.324738675477994,0.765524494785885,174.390424713423,12.0755312277799,3216.26537702883,170.372920857542
4,17.1990734606736,39.0041571822323,6.88887539866222,60.4209779339831,19.958381409344,11,4.88627545537985,8.57338164503335,7.30271974769023,3.98058313768483,0.245776782893758,25.1058481405074,9.25326008116216,6.84914198676637,0.117742482281403,1.0470009356026,72.0768025240306,15.1445204938742,2037.56030944275,142.787589820873
5,21.0984928103826,74.1497507809997,1.05768905042621,61.3984072266086,14.0772322266171,13,20.0363122966671,10.7921710292384,5.84547730116619,2.20309411996036,0.160729780405761,99.1425753345211,32.4387224654839,5.65556731443852,0.377528419622361,3.41284069601098,165.013652590399,10.7082059450331,5305.5261252305,106.982438279778
6,19.3817922423149,59.2883336217958,7.80601288687342,47.2864375623799,16.0868613986245,15,23.9918328251054,19.3711051275476,7.47033474849907,2.62089578252854,0.690541736306724,100.22672238926,37.1902887671925,14.5455381450325,0.0309409383260451,2.41828047633118,181.609668282496,7.84038200805139,5917.39696875442,99.2775470041286
7,20.1010927717113,42.5324903106728,5.92750384680141,58.4594719062474,19.9300016403513,15,34.0747132318711,12.0886619645432,6.80914510677209,2.68739487662287,0.23842323939003,101.355368649224,15.9028280874397,12.543596152273,0.398479660865702,2.21522782367739,86.7648828962507,12.6709788270045,4727.88686511829,82.3926396293666
8,22.4324495918466,35.3126007679049,1.79954320928079,25.1733399365861,19.1524741578317,14,34.436060908975,12.4553698498146,6.54451733461965,3.50105464137912,0.243610328375377,19.1069588885185,8.88127163665675,14.2797220213077,0.0983434144028984,1.09580054131699,179.199939512663,5.47281872387717,4539.07191259123,138.348102932892
9,21.2279644532148,46.7629639366914,3.11531415925696,65.5954991120177,19.8409633606744,12,26.6651987111057,21.7653942961346,5.77302229698985,2.49260010691661,0.337903964189404,93.9823157573794,39.0925242857548,12.7613507982132,0.367733710150006,0.469052201056884,86.1963142491455,7.25773126140148,626.221727113861,85.1832422408912
10,9.90629748744773,62.6509745526436,9.99835133909139,65.7458208357172,14.9279464983275,10,19.0862638040613,27.0455916625247,5.69609254332768,2.7996680482338,1.0049499808758,112.759222959961,11.8586310429845,5.46699769495554,0.0437714721733091,2.57395765683487,117.364518461977,4.15730675577302,1139.485200581,71.6408699103755
11,0.0766175013353169,61.6453036704574,9.81578823031794,30.8525116088775,7.81718140052847,7,12.9414752963413,28.8229711245504,5.82169695998479,2.24184948513485,1.02442079532119,47.2620675127229,26.9809514146195,13.1500924883922,0.391446691982464,3.49832342531948,78.0428950540304,12.1616783374003,5937.69270375577,41.1963996077994
12,-4.47543769320083,71.075900368848,7.43154649697512,62.8517962556911,20.8192378951142,5,-3.78898959479158,13.1403571196636,6.82990618843472,3.93145246584615,1.24579315096542,35.7468674440216,10.1980091218518,14.4499549179967,0.235973848860424,2.80830357252006,152.445647176901,14.6951410392269,4681.28768196004,106.595990307862
1,-7.10577576324623,43.6852154606674,11.4927973468692,30.0268516509886,12.2608338033941,5,-12.4610952600776,14.4729502043001,7.09100644436363,1.90515936974146,0.71156559268645,21.1968396300227,26.1754271564491,4.84637186881232,0.241406921844833,2.21697740941183,194.332358508242,7.73426860385003,2167.89783998694,151.354066348402
2,-3.1440723451961,38.7972157962269,1.45491584093072,78.4614728400318,15.1819360765768,6,-9.00882638987376,25.3815732475814,6.69828707944616,2.08371508603426,0.259932866583049,101.829520065287,12.9544340866123,6.86979323153793,0.371414510196688,1.41301753682981,134.684734567006,3.45307807096617,4864.82472915791,125.997735208484
3,4.55126664596463,52.5645119677556,2.3226367485588,33.5554714439932,21.3298226532152,8,9.32276059044734,10.3298577958611,6.09162954838194,3.36446644502514,0.182424105153113,72.1425780548121,18.6407484085951,10.3656025200337,0.120981790952866,0.936097063627419,180.43837284741,19.7427286520972,3974.79189010072,49.5463548086805
4,9.37298339309814,70.6939731379081,9.91167820829194,53.5489305957696,22.2240121297378,11,10.0819310569431,16.7461044756555,6.18162094389025,1.80143259484892,0.662984422306372,95.5584044936797,18.6403252544579,4.76758701926902,0.200776277521023,2.64820963119732,98.8694214622244,5.48236472198181,1602.51356700186,129.863001851126
5,13.4023202158232,71.1174654893834,5.06224903351892,67.9531258406965,14.4533748709709,13,19.9729544386592,26.8042349929426,5.88480463918294,2.40814435287361,0.178765541775559,68.0252199490711,21.3198292398465,14.4071096271833,0.36352976496408,2.278614455179,160.914028262322,5.42333821311461,1528.66482528937,94.6229190370154
6,29.1419261448107,36.2087033265842,11.9934494995987,37.4989222777321,14.6574803277236,15,25.2689277869814,13.3132890755343,5.91434164489216,2.96237589048542,1.10658255584894,54.2732709815031,14.242968181096,5.15173857669019,0.294608483057044,0.329756087428865,182.357986346053,15.1197075485763,1080.16129199556,63.7950835349099
7,27.1003468284967,51.544759985866,9.78275311764314,74.9313593523839,16.4553608878821,15,27.3795909897126,13.6463068982721,6.78831505789324,3.49476050194613,0.457365006937401,106.213832832044,30.1106813512856,5.56983214335661,0.25427097631772,2.58803178519049,125.501079960729,8.97862236015137,2162.13988346809,129.688881532165
8,28.7344835225708,33.1265824085652,8.2127949892563,25.8739444376832,22.4253937757426,14,26.4642652053696,21.1092287897333,7.20197032833108,2.43313305969938,0.430127235517195,42.229811943144,33.7843763798844,14.5100106899765,0.225717607931516,2.44149889872657,42.7951501176672,13.9018407228188,3965.7758700639,167.220048054865
9,18.7519862905963,60.5546193375094,3.70951264163304,11.768646290538,17.1482597560435,12,7.09952356381714,10.9401920643805,5.52699299460807,1.79619871306105,1.1847059099067,12.5318942105664,15.2559703275172,10.2319000681466,0.326400645903689,3.29682920348116,74.847164952,10.8325524069311,4826.17210395659,75.5447025170918
10,11.2441520727617,59.5372388427067,4.51699115711419,5.764950125195,21.1638195526488,10,14.9937788427574,15.5146883203725,7.45122045903542,3.31544696423503,0.68011474718701,119.471557981169,30.9012009101108,12.8558919240273,0.0493897268613169,1.6750330426682,134.869638043315,8.69020140245302,6861.32110927459,113.698270232925
11,4.5401280190444,52.3577551920034,6.46123376677473,72.6480131012349,13.752577287274,7,3.09980787074006,20.52194290946,7.33961987990586,1.6652390239011,0.512908079456756,94.6937692829185,25.475680126128,9.91349934100934,0.0506113259702547,2.77095495484212,138.998314969378,10.5002556379892,4091.65935741316,91.0894707276556
12,-4.71422601008966,49.2661134377207,3.77487015579953,76.1824811432974,6.10480017543952,5,-5.98674656108816,10.1124347490468,7.43778067178617,3.67159776718518,0.270362038575339,19.4954420539657,32.7629233886675,10.9543438796552,0.28785569132217,1.69157552169845,124.134883994703,8.92183013555724,4679.44064933508,118.859222844266
1,-7.05417730848002,51.0923608034074,1.82892687127384,41.1015761296743,23.1881898098059,5,0.248346207115356,8.08763712563429,6.22425867834664,2.83670005355234,0.556039051190207,53.8560180480236,6.16633915242709,11.2408671341514,0.120800439540105,2.95399455773672,93.6920756453534,12.2652437501987,4417.21595528652,67.7473792098058
2,-5.16107770400455,36.2235479644181,11.7141377290781,47.7926227334088,7.70728726181459,6,-3.40933476546885,12.4529891313401,6.5905454186688,3.92732504300662,0.224425649613618,75.8568250857627,11.559285169134,4.33650690889056,0.374273365406634,0.998194980616628,162.1628837954,9.43979201818774,4616.74948754584,92.7618246180368
3,4.30840705542476,47.1373994504733,3.56376852185359,49.6004160213055,12.3610248375061,8,7.74456099486478,16.8643629620649,5.54481535028722,2.78655303906114,1.07198236463606,25.0716555982906,12.0949325544448,11.1851092477005,0.358355047284789,1.59396472600124,38.2408535702929,15.4922636575588,6598.14545362,59.1932224974184
4,14.4779517015169,45.8160499711086,10.2959350341949,45.7548450032861,22.3926572899767,11,6.9976411100954,14.4772591746473,5.89702640650477,3.86054836604575,0.276972060280597,55.5459725523135,29.301698134756,9.00936242274287,0.235286709294847,0.539203690028695,138.233065305328,12.3978123124424,820.529799888857,61.5063219862616
5,13.5902489539782,30.1989003046413,8.00358677529938,13.4675168491605,15.7018930754641,13,12.1632842539887,13.771282838093,6.37776305043465,3.55301595684804,0.888700142255663,102.946772694204,34.6312063400006,10.4801891036713,0.209851321898514,1.32368821427592,134.633758510019,16.2577597174724,1980.41814849321,107.422621389799
6,25.8433778813663,49.6361083978475,11.3653754701108,72.0295222894979,22.3451370557985,15,22.4319351765066,10.8894848391302,5.59754142843929,3.1693371162062,0.834849858146726,62.2755707734963,35.4072990904696,4.98524143135552,0.178795444141099,1.5583650254667,54.0963253611153,18.3214233809496,1882.74390453962,62.8294266075391
7,25.6679309762735,43.3039577938756,6.95882303912734,55.6255614734203,12.9085766839605,15,24.8587120497633,27.8671925413421,7.07078054350532,1.93518217897478,0.77381963123426,77.4322464629798,32.1754667373653,3.70472943575415,0.345390262643706,3.21900593468047,164.97713938019,18.7243837788993,1786.02622606681,108.332400737195
8,28.8527653041894,39.93060701798,4.44732341165754,36.2547103176074,22.7162885051313,14,36.3334149303471,17.4353534008724,6.81015813089684,1.51602507506884,0.229876100524223,24.8619317295686,23.2830418141087,9.22286927507069,0.276955846551836,0.429022803629519,146.98881928988,19.2936565784326,2458.03193344387,87.2157303716475
9,15.5237382360324,31.9093523225622,6.8791272941107,12.735560623511,9.4981990219973,12,23.0486726876372,15.8933418430111,6.23246376513903,3.9788083301004,0.949971924938065,31.1136216407143,33.6505828491651,13.8477114305843,0.347093916765252,2.23666107569561,99.3935576091714,10.7973771295678,6527.21250743975,133.58506141061
10,13.5348221512679,56.1355103476075,11.2268976138336,69.5005229747787,8.93907582289874,10,3.01358011676178,18.3575911320386,7.49865963516271,3.50404135438459,0.797189010183927,22.1327425606351,14.916881230558,7.88565950463065,0.282889687862111,0.858585081557931,99.1370105549128,19.9371432548121,6148.09738158447,60.0080499209576
11,2.96607169001289,49.9266926229618,8.23734266414814,74.4050664314623,9.57479868800147,7,2.61226222754141,19.7084639754645,7.29121634875131,1.94124494827814,1.30955039634582,99.1622553471836,39.6612788513895,11.6604862212711,0.0239180209235318,1.98689258196669,36.4620077906142,9.16499602563994,2456.64794869521,141.339452259717
12,-5.19393533687099,66.0359750654254,11.4988466800259,69.2402108063011,23.2984120085973,5,-6.6119374625724,28.9947584435064,5.56550962371971,3.40047426557704,0.137976525782232,113.151930403458,16.1614782459413,7.81063484858081,0.0689458279811154,1.79449402899545,51.7696214288786,14.4861522680692,5138.94944285748,94.993964124653
1,-7.56417348177795,54.2501602380948,4.0418471771986,16.6847834563528,22.0107529308125,5,-8.76420965038169,18.1800552049199,6.40882753045159,1.76094713651488,1.00846260318499,62.1902933882754,32.8017896450627,12.2576015781701,0.2396939319787,0.918871252566658,94.0210762285012,15.2696067174292,1155.5917642198,42.7740658094
2,-2.3378565374779,40.0235428591824,5.45504272718538,73.4351812208554,13.9274006482823,6,2.92801776150993,29.2836601627746,5.73771884007083,1.84907078574064,0.20202811243707,64.7987046831,11.6064099264503,6.95239056233382,0.117293985781874,2.38086230585377,140.005499802021,15.3599973295259,3271.96481652955,145.779013857724
3,0.509842368864053,72.8392005973501,1.60094276345662,61.4615209672445,18.1312103761763,8,2.92702621863442,23.8384149246036,7.17408244301422,3.34892390150508,0.188718376079712,70.9262794612551,17.977698772098,5.23789259556167,0.328025313967821,0.528310421860087,156.25361092183,18.9485515344136,2222.16723957162,90.2119555967067
4,13.8213232321259,46.5885744717436,6.1321524961638,15.7033061601337,16.0751226547793,11,16.2909181835796,14.8116115126861,7.09514004322787,2.53553572708089,1.06769604454767,48.462475077556,11.6242214871973,9.90947098158361,0.398731813144927,2.33362245822904,60.4666432130328,11.7084375570805,1797.12347943912,40.7598198023807
5,15.0288046164547,68.9917973842762,2.09406893672733,43.9313124327345,12.9053483273294,13,7.16078196877782,8.46013449401213,6.51268387961774,1.78307175393805,1.17064942097727,79.8586809105372,16.443769326703,10.4601326231246,0.230243403364123,1.27863774334989,152.255880613998,14.6940500055876,2878.95673248376,130.093581821125
6,24.8950093780712,64.0660198907787,5.14464818417172,69.5656388152454,18.1943855187344,15,20.4970899257246,26.2872360579669,7.33420171871771,3.65261012395001,1.21803963724724,25.1752497567448,27.6846189308006,7.99455431966757,0.150077781566845,0.743834396080561,184.38865853591,15.3242886081693,4765.7490709848,153.351081265963
7,26.747303655378,36.1772071615228,4.82984049726426,53.8591838296066,19.2032952642816,15,19.2514343974279,19.8005805334135,6.357842201426,3.38835265205995,1.20607780432097,40.9192945567094,10.5916979661852,6.76020102285952,0.181162851384614,3.11739588396978,123.13623198606,5.5481179477504,3736.18521768413,40.3229878042552
8,22.8929662442714,32.3276900246203,11.3742263151248,43.8474262142575,19.6277229406094,14,28.8648600999777,13.530545114155,5.85380832771681,2.56740947962095,0.116027860666896,114.956773365321,6.46408324622787,9.86279208035752,0.0894467807337435,0.973464464115806,119.085819202006,18.339478885455,2229.25191908877,155.593249030404
9,14.653915151967,62.7819595116642,1.77954093248405,38.6906530666025,11.9209330453972,12,14.1234299953134,19.8998415601647,6.53276824799563,2.59218828891963,1.39526194974759,78.2418057025963,15.2579827390798,14.7344281572252,0.208479226233524,3.20511927986853,191.906822336025,17.4795397424992,501.107860128804,147.215484825458
10,13.371918240479,49.6067574659089,11.9469592472139,54.5928629751459,7.1728883850624,10,6.03053813695217,16.7656403513959,5.7420080063325,2.07524970199221,1.18929426531628,77.1004766007194,38.2862166507045,11.8764507302532,0.346931576533831,3.42336595572657,62.9939979267938,6.42589631501291,5982.97231767619,95.1163167664477
11,1.88791621458938,31.9486123047045,9.04746676639807,39.4234915179814,15.071959921053,7,9.67108692916595,28.1809030022458,5.62644846010406,1.8697353794328,0.323401525013787,113.488266641552,14.1558938207298,13.0933287317012,0.3873132587912,2.07738754018756,136.784339692871,12.7587115805847,3240.52170809504,114.48698181421
12,-4.648877269546,48.4853023755331,8.02274082207732,28.6314818077266,14.8553574359639,5,-5.10923058861075,26.237790050075,5.86808032480652,1.8501093441941,0.237684222074904,39.9055315276986,30.6573990016932,6.41542784167905,0.162799478364303,0.936669820141306,50.8733502492053,5.21761545814415,1757.58811902565,126.312939004115
1,-5.00909851719792,54.7583311827716,6.30889421171481,25.2058515435499,23.8745085580722,5,-2.7807458948941,21.8435029322785,6.67048206851919,2.32436857723013,0.674524534303998,36.0200407650849,28.0629862872925,12.1861699733225,0.362220187987804,0.956018206821385,36.5283243612125,16.7429862286227,2858.99567439893,90.6050336570301
2,-2.2604000047437,60.8725243709955,10.3060224549988,23.6628802364073,10.5926031787114,6,-1.76703729243583,15.2812111427168,5.931149507366,1.7881185679691,0.297712190171346,117.274736245392,9.75076822858876,3.11500273425663,0.284266420726981,2.55453735223542,63.8105102668425,15.8781607008122,2965.20816207769,96.6299070124303
3,4.93190208763167,37.0863508245908,4.18435702552653,47.819434579354,20.3897053879737,8,1.06593666036862,25.8229165587361,6.58870660537132,3.70258541297604,0.500524515218888,38.9807472882493,10.1088007696914,9.03991882017989,0.306774975471468,3.08305076472326,61.8330215239114,16.1467650056981,5131.11597749939,170.643303247707
4,16.9605052717675,47.1847668355493,5.75682916266894,44.1127588351069,7.19854982929235,11,5.08145753313234,10.9712691367433,7.14972357850576,2.56283988111953,1.37400958420348,44.3127655821094,6.10777010157371,10.3737062417049,0.255402585847663,3.45725694406965,127.385445505478,16.4344233574924,6473.06937010728,68.0089974822505
5,20.8515464798883,67.7956869595959,4.78554321167572,30.5830280253197,7.12100431983323,13,16.8885586681185,9.65039716043817,6.81415734101617,2.59169470085315,1.33972469936961,55.0588883098075,31.469033369137,7.41175236397521,0.30869022305267,1.12122091733246,65.7543677930556,18.2791926961597,2491.84008608153,77.5422429518344
6,18.7071335026924,67.8085553677186,9.54145109551458,32.0405850849972,23.4869284742134,15,23.2722576768047,15.2267996647245,5.77118472410728,2.88861241153042,0.493002244457885,27.8413595897941,35.8751797139904,3.41258177875632,0.245654760748972,1.75977421521913,183.257284666835,13.311378738104,3255.7889923616,167.077054000511
7,21.2405481648649,62.6262747865923,8.21052194102329,74.7873022762653,14.3155577867966,15,18.8276596446614,12.1095001111687,7.37737172617156,2.68583445059426,1.06000271442314,58.513736636653,8.28167685867023,8.95919389746867,0.0868597168638662,0.709093566086973,66.7426783884951,15.8219084813213,4443.05267566865,137.107611491763
8,28.2413704010682,59.5541862025396,4.38537513259997,40.1313740127074,21.7695058215783,14,14.672324204612,15.0416850989071,6.26042210679484,2.50499976173347,0.193122928077346,35.5095871295228,29.8930281414921,3.88218305884388,0.049220139706136,0.333204157664091,90.3745186909235,4.94983689500793,4835.41149844309,113.863409765116
9,23.5614251131235,59.4006670920766,11.4507405450882,65.605411584577,9.0921190517305,12,7.30392476388224,16.7094907681575,5.70088703235095,3.35113066303866,1.47093947859243,84.0129738565039,28.9225426810317,14.8808894411441,0.274315718181018,3.46772689493619,101.794233200102,17.0687570768733,5645.27110201117,121.277867619559
10,15.1012317788773,48.8002164989129,11.0070930257984,65.6369480746793,18.7617199029992,10,7.09982706727494,12.3490384186054,5.96490466784268,2.72584495287674,1.20545071483184,107.09129814077,29.1005361568089,9.87278418331836,0.17940520610576,2.43293379025469,76.6864167774861,13.0385811089132,3681.73196796668,92.6889629237933
11,2.46478460986852,71.6391330583184,8.00038375501716,18.3635265821147,17.4222624628868,7,9.1471526274808,10.0197715201123,6.91732769851915,2.8533895017091,0.51960841640291,68.7420235918643,11.1045684528647,14.3879212885577,0.335750389027381,2.61792437822356,61.8199813962546,19.7004915360926,6447.08336845837,79.5396640794799
12,-3.48276313287911,69.3049628285401,2.89184854932464,39.023180875145,17.2410008337741,5,-10.9626392216678,24.7747424232336,6.2641243361756,2.8681495932422,1.25611562447765,55.0594901375205,13.5558285417021,10.0545432320811,0.0985975884104841,1.00582166014122,91.8562569287515,7.12244994264138,2103.08714457965,92.6288250009119
1,-6.56230572642082,41.2488846194841,5.23644407914539,62.0521663540811,23.1207642447597,5,-1.34428597430657,17.7897847542586,6.88279218892404,2.20368024562923,0.630933553396173,85.022856779363,17.4901457479127,14.4132763649857,0.284762298349636,0.716745282972101,109.005346894062,13.5602391452124,1754.13670755885,118.400370160321
2,-2.9220041055838,67.5083674077929,6.59863555939116,21.9745895088989,14.248080656315,6,-8.76265155664992,18.1450803372068,6.00680751893863,3.92550832873855,1.31222012684779,16.7312342369575,20.9940596312915,12.9907508837982,0.372689683276888,1.33552015449353,175.780010352306,3.98453510946822,5365.37098335486,122.343606686301
3,4.49266157521965,36.3273676388329,10.9705210361798,12.4509081619935,15.4734885473804,8,-4.03081268374572,12.735696100647,6.84529687352608,2.31244627707804,0.12006532023465,69.3261863175799,10.855369338764,7.98317788168912,0.288288446738953,1.1016813055093,40.3406091620716,16.4802211706544,576.766834193181,78.9615900468133
4,10.8006628655386,68.6582845649497,5.35332898601572,25.9648476063906,20.4630599308116,11,16.3581899725537,26.0804491524643,6.40841263223719,3.81411266195007,1.34830304783196,108.336275021717,13.1871020531258,11.7518864543878,0.384865244620898,2.46255993740913,57.1669738935262,13.2169423720115,2795.90215267606,118.251981064906
5,19.039475045808,69.3607754074084,1.87080922887167,41.0025090099422,7.03527011288475,13,10.6468739099567,12.8350671257388,5.65382508672377,2.97201863470526,0.594397143386993,17.5582793925323,16.5989006715627,5.35695604086616,0.304947824661396,0.42987086536335,187.248935940724,10.4660098657405,6740.46006910562,98.5069201170746
6,25.6612658753826,62.008338734222,4.59691671513005,74.577165877523,19.2923530101407,15,15.7919392562365,10.9764928244218,6.63892736311394,3.04155452192188,0.212614653102853,25.8424746065321,10.7933311617676,4.06672903654577,0.255227644965952,1.90547616776665,40.840436298158,16.1128588577229,3988.35115879698,146.056338181991
7,33.7213642170015,43.5473628956594,2.01289788630865,10.1481377992639,22.576910821387,15,18.5362260269194,8.63516756586969,7.29551369753543,3.71946144839488,0.955455624704658,73.7189426076941,27.2033802031109,3.85578285935933,0.138302003873677,1.95507374179554,116.456222161717,11.7957920684468,2751.1754308382,42.9596698574812
8,19.1973776382004,40.9822053560369,8.13329537940775,64.766944743039,15.6937459642626,14,27.332228779719,21.7662748364166,7.34504511775026,3.3977213291186,1.25077429671414,44.7995021431419,14.8263839172437,11.7278057471636,0.109627124344127,0.761531618516606,48.2889885605088,7.34873924924093,1901.48012763793,97.9358923637852
9,22.4777342804568,53.171196923731,3.31429787638118,51.1721743139738,6.99774685159673,12,13.6281681835146,11.9319737118156,6.76363721557653,3.66538055459644,0.634317011649288,82.363174899631,27.3485314960825,12.8057319158083,0.344909469012722,2.58401993794554,70.3499783996223,14.4765058848832,4189.26123900274,43.3248992815288
10,10.742170787567,31.724579730361,2.50200758521729,75.3375300699559,18.0139405253721,10,16.9829990130872,15.7741995512021,6.61470880272443,3.67666898062865,1.21450731786595,42.4100669171858,12.5093974590605,6.35702212646026,0.310437284018003,1.44837909763413,128.93945344098,19.5421088412372,1439.47628830427,57.680838603902
11,0.831654273093355,66.2786433508269,8.58932853579152,6.42153199894018,22.5683580855415,7,1.47539142191463,10.4420878947143,5.84703725233368,3.54729479261432,1.227878690505,63.3221163690869,37.7575084029624,7.153418043448,0.114220392730947,1.36214068122615,84.7221477520956,6.17582958504959,5136.36872372492,167.228718238441
12,-5.19338071042344,68.5293322530395,3.50351462932603,66.3560327798633,11.9483105739247,5,0.220223187720967,29.0224965589984,7.07887234505669,2.92210253883981,0.678892058125721,69.3290471879138,11.9934623545547,6.06088208865189,0.0722230334911986,1.4209007349277,162.578406171464,11.4398912416402,4911.56552899842,153.103613380856
1,-6.01627025605212,33.4099078740394,4.97184247214024,26.2532039196335,21.8027249103763,5,-2.40712354334251,22.4507767109184,5.96184333863123,3.97839319798573,1.05509534421785,71.0346608891183,11.0999337898276,12.9479799516196,0.390640947492917,0.617930660206104,189.614838189059,3.05170444581912,1338.31878758769,87.3013245985901
2,-3.37899956811167,51.3059044884324,9.00818700506694,35.7550736902819,9.39168383611976,6,0.432950894560918,10.4550541576397,6.76413344787329,2.30784735982821,0.433032794178573,36.0519590574477,14.5854788060094,4.58071860275271,0.036851374747699,2.94762250533023,154.800285413872,5.17282075802219,3283.38120473051,81.6480344819729
3,7.87409538088012,62.5981734345676,6.36117385545656,62.3576634855635,17.4215436776276,8,10.726752177485,29.2158068700096,6.69289401013153,3.04913969732447,0.106418260290782,42.5194784208544,6.58316512322258,14.8658929276614,0.307178525619961,3.43420109687028,188.575479507204,11.6101843085689,2574.20051927442,107.378857924321
4,16.5682702777975,48.3897198388471,11.5072021751346,74.6657161861248,20.6607278284579,11,7.0728601921198,28.3131009323565,6.56650751429396,3.93770482790985,1.24044609620591,64.0696865319313,18.4670402720713,13.3819868830128,0.365244738532939,3.40535655953365,134.836987035681,19.9257616696162,6991.47973732615,67.8827300091455
5,20.1289841109988,69.7470484454086,11.1518963637068,40.2700374804604,16.1808663288776,13,15.0370045687114,20.9702496943278,6.77890785120582,3.71751989549348,0.505253714132037,99.1051569747341,10.0291454606492,8.07412824431904,0.262691745288311,2.98248574234479,75.12847122284,11.9542865100918,3411.21423307491,178.865219991541
6,20.2611676845357,53.372543498341,11.959936476198,12.400589543293,11.8740970727122,15,21.9218697864872,28.4709427993345,5.85922146015496,2.73393082685586,0.460762858762027,71.5667797641112,26.0282337563175,7.54667022640989,0.247543374760086,1.62246128949161,46.2352985061037,18.4688634502382,5084.4452776322,124.25711046785
